Id,Titol,Vigent,Sequence
KIkfjo1Ha5CkQqvJGztrbQTFBymZhjWtNMPNgRVdlPo=,"Descompte 50% estudiants de música, teatre, dansa i circ menors de 20 anys",True,194
nCyC1dCGP7bjYpvb8QcIjkaGQIGi5TzB9wEvn79YhFE=,Descomptes municipals per a persones amb discapacitat,True,195
DgUCJT6J/jQsybBuAz6W7j5Lp+TUIWegfN/83YW/OoY=,"Discrepàncies, incidències i suggeriments en terrasses",True,196
QqniC91yWYNhsyTkQX/mxYzgOvgzauUQJyv9906NUsg=,Document Nacional d'Identitat - DNI,True,197
DyCzWXZGkpXEgPRWXLwR87Rt1VcCJH6k8bKoAUZrIJU=,"Domiciliació bancària de tributs: alta, baixa o modificació",True,198
yyJ7ecwlSfz5mvx9sg2alDsNYPUWr9zjjJ+JCBDrxa0=,Duplicat d'un títol funerari,True,199
KlnLiDUSXDfqTx/XPwFBhA2bJKbcpqA8XtvFm5TbIzQ=,Duplicats de documents de pagament de deutes municipals,True,200
CmV1cgjzhfuXVtoF8FGg9rqt/ZfJXNq4SfZ76Ts8fBM=,Duplicats de documents de pagament durant el període de pagament voluntari,True,201
pFp4KPobrpBY5/K3NkSgFNjoPTo935tI7qHqNe3WYUQ=,Duplicats de documents de pagament durant el període executiu,True,202
CGtJpLnVcIzLIS7GhCukg1o6vSfhEpegtstjD+Eq7wI=,EcoActivitats: inscripcions a les propostes de natura i medi ambient 2023,False,203
M3ZiHcdgYyWSS9HVpCezKzgk6C6rwCA4T18LNTcUgcc=,Eliminació de pintades i grafits,True,204
WcO1Uci2aTlUgcnBP6wn3RM4G1TBElV4N90GOTp82A8=,Els Processos de depuració de les aigües residuals,True,205
jBx+OWAanol4XmecG1R9hqLDVIrfHDllnS9vwBnejy0=,Equip d'Atenció a la Infància i a l'Adolescència,True,206
YRF//w+MwbqTDxBQPWLYmj1K5If0kewY8RR4gz47Ojg=,Escapada climàtica,True,207
P3YA76kl8jqrHlCd8fCpKoUVsf7CQd7de5fbDuoKLF0=,"Escola de Música - Sol·licitud de bonificació per família nombrosa o monoparental, violència de gènere i amb infants amb certificat de reconeixement de discapacitat igual o superior al 65%.",True,208
J9sZImTUZEZ3CMWFRtMAee/vaPcPFQ5IxiivvWEVmBw=,Escoles municipals específiques. Curs 2024-2025,True,209
FLQoHztHr9vy/zMTwSi6CQuf9IW53vwCPJTXydQO01s=,Esdeveniment no habitual,True,210
kFZWRFYTGQt+uD2snnL3m6jjtJrTAM3fwB8PvzG1c9A=,Espai de creixement personal per a dones,True,211
sq6OMas7cbCRRkL9jK6OhXf2qalVs18KaZ9fdQxsll4=,Estacionament en zona blava (Condicions per als residents i per a la bonificació per a vehicles amb etiqueta ZERO - renovacions a partir de l'1 de gener),True,212
zAOgrR8o9+CbuyoNubBCYZIQcqHEMQ01cr5niXNFHw0=,"Estalvi, Eficiència Energètica i Energies Renovables",True,213
vvks5qWoiUPZNXC4ZjhzpMuAvczdfUa3EE/v0ZTTo9Y=,Exempció de l'impost de circulació per a vehicles de persones amb discapacitat,True,214
5l54NaLUAJqIjx6arH3KsP2swtoov8PHhOQoEGJDPkQ=,Exempció de l'impost de circulació per a vehicles d'ús agrícola,True,215
9lRHVkyk8MlzXK5dVVJmWVbLC9jFTdjKfZm7nqGnrZI=,Fes les teves aportacions al Pla d'Actuació Municipal - PAM 2024-2030,True,216
ZHyTmCXZRQ42U6BVkvis0z/tEyS9k+/ItJUe3zI9Nkw=,Fitxa de cens per a les empreses i indústries culturals de la ciutat,True,217
lkBobqSxdCgnT4/3TcNBfGrGfK9bl5lRreG35ZhSqy4=,Fons Municipal de Solidaritat: Ajuts econòmics per garantir l'accés al subministrament d'aigua potable,True,218
WPXFffQDK8TyVmQXm48qmQN0YAJSVq3p5k+lCqV9f+E=,"Forma part de la Guia d’activitats de lleure inclusiu per a infants, adolescents i joves",True,219
e/nCcBrfCuxgoviyJGibaYEt9SwBUI8TKKl4nijbIAo=,Formulari per a la ciutadania,True,220
p7pEGbCEv1ogNOyz6yxX9BPk18Mo8ys7/lEjxWUkneo=,"Formulari per a les Entitats, Associacions i Empreses",True,221
W9pxj/IgNfLwv2O4J4LkJTMLvwtQ6hx4Lm4pEv5RoF0=,Fraccionament o ajornament del deute de tributs municipals i ingressos de dret públic,True,222
rdw4X9VwDjoPkktmagP7WHlUD0aGQp6ukLeQiNOyGBw=,Full d'informació d'accident de trànsit de Guàrdia Urbana,True,223
b8u/Egf0EfCXw8IEliyjqYW3CfUNrHl6Jj3RD+4YyG0=,Grup de treball permanent +65,True,224
5vNCVIwbIfJT4IH0z/ADNFqUWFl0+nY1HQOnmYBdjQQ=,Guals permanents (sol·licitud de llicència de gual),True,225
LplJtBF+kYKpc//R6E3JUj0+EnK0CWmSEbksSn7fYiE=,Habilitació d'entitats col·laboradores per als procediments de llicències urbanístiques,True,226
2an8wbAuzW5v97zfe88Y68DCCGWXRLe3qPAIXhtMGMI=,IAE - Alta de l'Impost sobre Activitats Econòmiques,True,227
7TGddiYXIi3/4/EaUK/ycqY/ZpJR9mYs8B0032xkYAM=,IAE - Baixa de l'Impost sobre Activitats Econòmiques,True,228
LX8qWQJDMrthjA9QfFRhHaM1rYiSQvRpkfW8zoQsrDY=,IAE - Impost sobre Activitats Econòmiques,True,229
j0uwt/VJnrfjUFX9MMIOX9pPxLKIFxSimgUuNSzoUtc=,IAE - Variacions de l'Impost sobre Activitats Econòmiques (Declaració de variacions i altes complementàries),True,230
ZIMPHHE2HW502tL9PgtqAaWbbItl1FoR4PwQw7FxxE4=,Identificació del conductor habitual o preferent d'un vehicle,True,231
v8UKSQwohcUuHqCRgtfTA3i+afhHAlBtlYsxKQX/i8I=,Identificació d'un conductor responsable d'una infracció,True,232
6QBY78ng/mOg0xige3Sv6oL3wRHbU5qY/kyoJVqeeaw=,Impost sobre béns immobles (IBI),True,233
6qz5F9e4QdriWKYfesYYu9YDOFiH4bRLUqNCTL6KHZU=,"Impost sobre construccions, instal·lacions i obres (ICIO)",True,234
ZAdOdSmHXm4GxZl+2iqVT/4eDofZ6mk0bYRmDb3/neQ=,Impost sobre l'Increment de Valor dels Terrenys de Naturalesa Urbana (Plusvàlua),True,235
qFmXKxEME0vpET3ARlqsqawMPOfpjE71MDzv4OcqXrI=,Impost sobre Vehicles de Tracció Mecànica (IVTM) o Impost de circulació,True,236
h81wr4CUhHbnEt02izwHYeoWU/8YiFL9z5ZZOc5Jjpk=,Informació general de subvencions,True,237
QU9mLQ6JI3oaI9hl15kAh/NQxuZFRBk3q7k8qSl3OgU=,Informació sobre l'impost sobre vehicles de tracció mecànica (impost de circulació),True,238
6ruRKSURKfVwTMFflli1ri+M4TuFoxpIyAjM5Osezlo=,Informació sobre multes de circulació,True,239
Alt9AX/OcyVL9DQET3k18xe3qB4ZgN4h1o50OE8Eq2Q=,Informació turística,True,240
tt12KDaNCWKyUTzoi0grADq95onKmdvcdrS56i2n7+o=,Informar d'un problema d'accessibilitat als continguts digitals,True,241
2G4l1Ii3MLxP5Z+n2KiQr+giJvM0LwWsiHnVHrGxZG8=,Informe de canvi de nom i/o numeració d'una finca,True,242
xxntYLNmquOpdi+daIVGp06g00aliUX9c47zVVUoHFc=,Informe negatiu de béns,True,243
4bdD1C3D9WFfnmQVMu6Rn/ClPfZs7RRulgtjRSE0h28=,Informe previ d'arqueologia per a obres,True,244
Qaz1aUP18P3IMNhsp4cMo9ii3/4++uiBn5Ors7Z/9i4=,Informe urbanístic - Consulta tècnica urbanisme - Consulta de serveis,True,245
ioxc55cwy8UiiBo9+LIN82QqXpM6WOGfuwGhkbaSk0M=,Informes d'estrangeria,True,246
VhilDrf27ARJphi79zxM54wbSxvUxh+0IwiH0GDC3Vw=,Ingrés Mínim vital,True,247
RWnMK0hX6YBr+l8seOsb1ueYkUJkxkIdGNP+lohORrE=,Inscripció a les comissions del Consell de la Ciutat,True,248
4nXzf/c9SqqPbc1tEFjWDisE7ihWQrnK4Hlzx9UoEjU=,Inscripció a les Comissions Sectorials de Cultura - Consell de Cultura,True,249
f+7do77B5lsXZ9eaD1t6dDpkn8gWW2BLi/Zr8XeprQQ=,Inscripció al programa d'Activitats Esportives Extraescolars Curs 2024-2025,True,250
EdD0nI7cM8vEkE4QJEvZ7F3srTYaKtY7yhuEXm9KGXE=,Inscripció al Registre Municipal d'Entitats,True,251
hj+krzaO3NsiM7HnjELn3RdpBiTAR7M1dbb+nvhr0Zo=,Inscripció com a usuari de la xarxa de ludoteques municipals (carnet de ludoteques),False,252
+tdO4AtyvNhqJfSd87mpHETALCDJdlLWyCrQyGQ5MtY=,Inscripció com a usuari de la xarxa de ludoteques municipals (carnet de ludoteques) Matrícula i Material,True,253
dtZGZ/LHfOi7rclDg+UHUwAznBl6B9JE1dLWjjJ5REo=,Inscripció per a Entitats,True,254
qQd04SGJOkW4EDxp72co8gaE6ZU2BCFR9tM+8eJYDNU=,Inscripció per designar els membres del Consell de Barri,True,255
sQZIt3YjzHT0A+rZrRJDxJz+puwEcsbcc6F/Om3f4ks=,Inscripció per designar les persones de rellevància,True,256
U3Vu1agXjNYImT+WYswtDEix6rIXkap2KY8HAViH+Fg=,Inscripció per presentar-se com a persona candidata al Consell de Ciutat,False,257
7OKos74xEunvBD3z3AAFYvMX1Y8vQt+CsL47JZU7F8s=,Inspecció Tributària. Conformitat amb la proposta de sanció,True,258
7vOSJZ3gZfLhRod1jb78qVvL/ur6JeuKiCOOPjOYj1k=,Interposició de recurs en relació amb l'Impost sobre Activitats Econòmiques (IAE),True,259
KqtxfqdcmuOif31IJRmXnK8H0wTs6WXOBpgVthrYbyE=,Interposició d'un recurs de reposició contra una sanció de circulació (en cas que la multa NO tingui descompte),True,260
WHvFMJUWJFKq0HBD9GJkpUtn/XdE+hdiZxz3CBm7QCc=,Interposició d'un recurs en relació a l'Impost de Vehicles de Tracció Mecànica (IVTM),True,261
UZvdKoFsa2hBX0d3yp8YQAB9J5G7F6w0iPX+E6451As=,Jornada formativa en habilitats per a la vida,True,262
M2aIl01y1LN5wEU7clzRKZKK4DFnEXsn+B9A48KhbNA=,Justificació de projectes subvencionats,True,263
rLY6OctVKomdubnF8jakv6sWQk4K8STWuUyCCA1BWQc=,Justificació de projectes subvencionats de Turisme,True,264
EHEoWjJ20RAZYUc6D113XFx3izW9hwEqq9ePqMByehc=,L'aigua i la Vida: adaptacions dels éssers vius a l'aigua,True,265
QivWYRMOg6Fvo/1YOqVv3GRgq/Ur8rrlwPmvb3h1Bzw=,L'Alcaldia als barris,True,266
Rpk720zxBgVqfcGd+/JM58ZczwozQTu9qdOx6H8QtqU=,Liquidació ICIO definitiu,True,267
1szZydSz4dnv9kKdrATkOQZAOQV2PrvnXuXkGTVvitw=,Liquidació ICIO provisional,False,268
eSChmEcvXBSL2SDPo4fNy3eHV8jBmT9f3HKh91d7FNg=,"Llicència d'obertura de rases, cates, canalitzacions o connexions de subministrament a la via pública - Autorització de llicència d'obres",True,269
0jS8p15o9r9XGaXxvyRc/6AlIE3O+lr+U+M0txxANYU=,Llicència municipal d'espectacles públics i activitats recreatives extraordinàries (amb autoliquidació).,True,270
tYXs0wIqhCex5fKRIhFRIaf1L3vVVvxbuqQ8v0R43fc=,Llicència municipal d'espectacles públics i activitats recreatives extraordinàries.,True,271
JkVDbwXPlYtZSp7IX0GMvVcIjwhh7tggt6GJyoQz+8k=,Llicència municipal d'establiments oberts al públic d'espectacles públics i activitats recreatives ordinàries,True,272
tqWm8zY47cgMKQBsWHSSFui1G9lTY60DDgtiof1mVh8=,Llicències i comunicacions d'activitats,True,273
CKPNfKOSoRsY8i6I4mv2NHTTZ7nMG3N4bFG6kAqgwLQ=,Llicències urbanístiques i comunicacions prèvies d'obres,True,274
lHvnGuYl5SkpW9KDJRP2MYSATWPTGUrHxJRZjEqFkHY=,"Matrícula a escola de música (Iniciació, Nivell Elemental i Nivell Mitjà)",True,275
gTk1BdICX5VPWSIr/A4RFHHGjQlz+nneDtD7DGgqQ6s=,Matrícula Conservatori - Curs 2023/2024,True,276
UB/+/4VCn9ooDi68CzszNGuGdBJiBqUQraB1EKcDYJs=,Matrícula Escola d'Adults,True,277
Wsw9nmHuWr+DwaHL4D1CISG9oVgXDVy1Ydmhb5ZfT3k=,Matrícula Escola Municipal de Música - Curs 2024/2025,True,278
WP4h5DjPwvW9aXJPOtEFJX0yII8XsNbVn8X6ahpXWuA=,"Matrimoni civil,  reserva de Saló de Plens",True,279
vJ81PVdfSmoBEN44qtnn/0+G+GlzYtAa0FuzhF+jBj4=,Mesures destinades a les persones i famílies amb risc de perdre l'habitatge habitual de lloguer,True,280
EQGGuvLHna8NG5N7e6UZwdpWSiAAdtOhFVpZtIlCevI=,Mesures destinades a les persones i famílies amb risc de perdre l'habitatge habitual en règim de propietat (hipoteca),True,281
cdE/FX9nkbVSRcSSisnLvQZsXbL7E8XAnw3C0Kgxc9o=,Microtalls elèctrics,True,282
8Wf49XBgCGcgNABdZXXPWdnO9x9Mch03p/MePiH9d80=,Modificació de dades personals al Padró d'habitants,True,283
EiadmkPdQcSmO5aAqOUhUP2gUgppC1shS7rl03LyemE=,MODIFICACIÓ de la condició de resident / Bonificació tarifa de vehicle amb etiqueta ZERO en zona blava,True,284
UumdoCGilHtHDvLLmH1jaEhSosOTaUGKQrcX0NHrub8=,Modificació del Pla Especial del catàleg de construccions en sòl no urbanitzable - Participació Ciutadana,True,285
Yx+RQGsH7YMtpI4/iSdkM+22u3entFHiK9ktsLD8sPE=,"Modificació, pròrroga, anul·lació o retorn de l'aval de l'autorització de la llicència per rases, cates, canalitzacions o connexions de subministrament a la via pública",True,286
V8Fjib+Caby3Tde/X21VHRPpCWeLVjXSE5EHbRcRnKA=,"Morir dignament, un dret humà",True,287
F0FxuAnVJA3WDDZZMDgt1bN/9jrpJF+r5uqBB5xV9i4=,"Multes de circulació (consulta de fotografies, identificació de conductors, interposició d'al·legacions o recursos, petició o aportació de proves)",True,288
LPAh/u3aYGy0b9PuIxsCavKzKSpHd72LuJ36UohOXjQ=,Obertura / Comunicació nova activitat,True,289
Gc4Qj8eNEv/G0stuxWl7zVWi/wjzUSWmVclik3hHoFs=,Ocupació amb expositors annex a establiment comercial (verduleries/floristeries/premsa). (mobilitat),True,290
490DoH1DQBjn66YXgGs6sIJX2OBhQrYnEdiz442xamk=,Ocupació amb vetlladors permanents o anuals (mobilitat),True,291
PHFxbytvKYRmiCQNubzjCjS0N4ZqXty1i/TSaXerMho=,Ocupació amb vetlladors puntuals (festes majors o de barri). Mobilitat,True,292
Lnh4o5Sah3vitjvJwJnC8EOM0LXkdUFxarNl26xbad8=,Ocupació de la via pública durant la festivitat de Sant Jordi 2024,False,293
7tDEHLpPbeg4L1HDGm1jyUkXx4EOKSiPoG3kLIkV+OI=,Ocupació o activitats a la via pública,True,294
dM4GEnTbPNMZMtHvRaamUPzLiQZdiQKhhSxzzq4+5jA=,"Ocupació per activitats diverses, comercials, publicitàries i/o divulgatives",True,295
2Qvvkknck5jz5iEpRsax61fo7+amGIEH2F0CxFNT7Y0=,"Ocupació per càrrega i descàrrega, plataformes, bastides, tanques, mudances talls, circulació i similars (mobilitat)",True,296
lg8rgimIcE9e46NhD6VmMwKjmn944U3FBAUZOr3KE8g=,Ocupació per Contenidors d’obra (mobilitat).,True,297
CvyCqN84tnDWgDVZX8ZB8u1s9K2x5eNZ6dX3GTKXFFI=,"Ocupacions de caire associatiu o veïnal, espectacles públics, actes recreatius, culturals o esportius. (mobilitat)",True,298
miZZWxyNVvN5qsSjGFXdToTA9VSxm+ATFAMtfWM2jQA=,Oferta Pública d'Ocupació: Convocatòries d'oposicions i borses de treball,True,299
bcvRTlzeNl3Ov1enJ2P73YHQK61lP8caLYM7FzHdknQ=,Oficina de Drets Humans,True,300
Vt9zjbrY/+YLDYw+mkVj4vzZYJYcdts4ixwvIxLwToE=,Oficina municipal d'assessorament a persones amb problemes en el pagament de l'habitatge,True,301
jGnkHH8mPoPis9NISEG0lnRJjWM644xiG3JY4IWeKgQ=,Oficina Virtual Tributària,True,302
dSMRDLDF1CZb9GPYC1UiP7BIHyBWP8wsVd3siMeI1XA=,Orientació jurídica gratuïta,True,303
sglLj7R6snMu0WEryY7LEM0dSvIINUWpHkB42Wd8bA8=,Orientació psicològica gratuïta,True,304
yNDobpo+Z1usqkR5G5tPFq46tr43tMWpREQU4vaqbrM=,"Padró d'Habitants: gestions d'alta, canvi de domicili, sol·licitud de certificats i altres gestions relacionades",True,305
RCpCs9BW1/4J4mx7MYOG9C7uSqKXtVqevqCfSsa3B/U=,Pagament de la taxa per l'ús del Saló de Plens per celebració de matrimoni (autoliquidació),True,306
FXsstyLmlPiuxL7WakE9U+7zokq15spNJ1HvFsunNZs=,Pagaments,True,307
QcZC8Bs9JhGd2Hxvnefcptj2MYom6IfjzpijfEEX3Ws=,Partner educatiu,True,308
sOQkNwl/Uo1b6s04QVPXRp3wHiRXjQBfTckhHLFWbsU=,Passaport,True,309
xYiWrhNGmcvhA4v7bMuudKRo0sAagsjUY6WTVsCqnHU=,Permís d'ocupació de l'espai públic per a filmacions,True,310
+Ti5iuCSbvCPrzcrOWtfasZM9ALnysMq1mdbcPGMklg=,Petició d'accés a la informació pública,True,311
hIOyVEHTmZOSV878Fj+lStVp37Tqk6DizDjSmjwyN8M=,Petició de la targeta de vehicle elèctric,True,312
eDMGlyTJy+FZQM8bq8VBz9eYJGTiWIGHJYRTSy/tzDc=,Petició de proves contra una denúncia de circulació : informes o fotos. (En cas de multes amb descompte),True,313
vcUJWvdFZ3aBGGM92rEwOWtAodwTakhe0aa61Cy8u3E=,Piscines municipals 2024,False,314
2Y8qtsU+7LnCDTGeDlCoIbhsBETmh4WenTl0WWsgO6k=,Pla de desenvolupament comunitari,True,315
TXlRHIC0bSBnpO/dSZTmiNR3nTS9V9BJioUqRPAQjS8=,Pla Municipal de Responsabilitat Social,True,316
shHDk/QoSooXZ+M0iGQPSEuZDzyL5xvJIW/GSy+yb9A=,Pla personalitzat de pagament,True,317
BQEIfAzs+GT6AoOgFnRK+H3bgJqVvk4Y6Vh0bivzD1s=,Plenari dels Infants i Adolescents,True,318
eTMaWjjODLHL5mc4H1w6Gq7rwr/AT3aJkGOCgsx1+nQ=,Pobresa energètica,True,319
GIqmJg6vCAlxaSAtqXmsiXqK86F6Sz1H8fu3XDWRaj0=,Pobresa energètica i dificultats de pagament de l'habitatge habitual,True,320
9aYDunEeEQlVvx5Y1ptqCcrrW7IKTljJ+wi5q9+zWzw=,"Pràctiques de tatuatge, micropigmentació i pírcing",True,321
jrZbVDn8RlHocn7u9jt38qjiubziujyzzA93/DKgm+s=,Preguntes freqüents i zones de resident zona blava (carrerers i plànol),True,322
gzTjAMhkNdzwl0+6ykNlRsyb00xBxFKeaHmvqOH2lHM=,Preinscripció Escola Municipal de Música - Curs 2023/2024,True,323
x/At55SmJ9bWRpGNUjc4XlDGdVgBuufOpqyJNNljYds=,Preinscripció Escola Municipal de Música - Curs 2023/2024: Escola d'adults,True,324
pY1ydgVl3V9A5EEYpNOaCJAITcs8elNQKjDRfIP7BDs=,Preinscripció Escola Municipal de Música - Curs 2023/2024: Nivell Elemental,True,325
8Hb7+7aAsy1VoOdnmtbqfGHB1RtIJqspmIwbcCYomLA=,Preinscripció Escola Municipal de Música - Curs 2023/2024: Nivell Iniciació,True,326
1ZVMBW08dwVlcFGpeIrL/fhBUHPD/e/GeWnxeLebdcA=,Presentació d'al·legacions,True,327
fzeGJIQZKg8ysEBKNeI0klFv3nKxsyYHAY6l+OUnBpg=,Presentació d'al·legacions a les llistes d'admesos i exclosos,True,328
YvWjL1iQGR63+VO154Gt42SHNoustGrZIZHohslGlNM=,Presentació d'al·legacions a les puntuacions provisionals del anunci,True,329
zNKPyR63IDWxoi5JpM+TXmC0SkHrSPdrWLFX06NYDoA=,Presentació d'al·legacions a una denúncia de circulació (en cas que la multa tingui descompte),True,330
iPIiYvnuvagyIRWfwGigLJq0CsHODhlDaLW821GWBMQ=,Presentació d'al·legacions i aportació de documentació per a la borsa de treball de Tècnic/a Salut Pública,True,331
X/W2iYpdiGP28UqgEQrmy1M0sfitlvzrHR53R3JSO0g=,Presentació d'al·legacions i aportació de documentació per a procediments selectius / borsa de treball,True,332
d41o99zj1DdaIkuPR2Tz+ZTfmISq51wMTD4Iu8A0ANY=,Presentació de factures electròniques,True,333
E72kKawpsZtQB1mK4PJ0bopuB2LNzIwWLkxvgdVCywM=,Presentació de sol·licituds per a la Borsa de treball de tècnic superior de gestió cultural en difusió i comunicació,True,334
QZMyY3+JU988LLqzk/WmtH4i5e+A1dOfSB+WDF6nY/s=,"Presentació de subvencions per concessió directa per raons d'interès públic, social, econòmic o humanitari",True,335
Krk95hgcNFKy39qkI7LYqN5SXlsLxmH8WDb7ZaU6VW4=,Presentació de subvencions sense concurrència de tipus nominatives de Turisme,True,336
T0hDrTE/II/mj996XFtrdfbVzByQyb0Wgw6lyES4IQk=,"Presentació de subvencions sense concurrència,  de tipus nominatives",True,337
5gslufbyA8PK/xcvZEad6QeGdtPxny89lL0lri/ZPNw=,Presentació declaració trimestral taxa aprofitaments especials,True,338
qv0b4ZlED8wRkdMS03ZEQHVp1nxQuejawuj4vUjj2es=,Presentació d'escrits al departament de Recursos Humans,True,339
XWJ+YW6M4tJZUregvw4rxqb26+kIS1CmbDIT+TGd6RM=,Presentació d'una Moció al Ple,True,340
cEAZVp9DG/0jaDbThzPwl0cgAX3wMbnuRm9i229deIs=,Presentar una queixa a la Sindicatura de Greuges,True,341
uQXKTM9RZ2aON5CVJ7tj25UktRxZ7FtxxqQ6IdLvTuc=,Préstec bibliogràfic i ús de la Biblioteca,True,342
bTZe8XgBUK8RYjBj+mkyjEmyNxCZScaT6+NKiHvb3ck=,Procediment de selecció i nomenament o contractació de personal directiu. Òrgan directiu: Director/a Adjunt/a de Promoció de la Ciutat,False,343
wwd09wsKzB1RwWjdNf5Eiq12TwPZMdXjQkIU5oguUow=,Procediment de selecció i nomenament o contractació de personal directiu. Òrgan directiu: Director/a Executiu/va,False,344
0Ue+KB4emSbIzCM0jKjd3MD9oPIoTOrhyb+h/Lao9sU=,Procés de selecció per a la provisió d’un lloc de Tècnic/a Dinamitzador/a del Centre d’Innovació Digital Agroalimentari i Forestal,True,345
gZAd93Polb1wOrdiZecwNxkUU6m5/rG7+ib/3XTbg8A=,Procés d'estabilització pel sistema selectiu de concurs de mèrits,True,346
DJPv5u8uPdniwhcKQJ02+3eQStkRQV3VhnP/sbV0lrw=,Procés d'estabilització pel sistema selectiu de concurs oposició,True,347
NSbZsKq5O40ob9fbRIm1B608rRqXiZKfyjAnqkQH5CU=,Projecte educatiu de promoció de la salut i parentalitat positiva,True,348
Pg8jSNeBWrEBhiHjqrjD05LrWM79uavQltj9sfdCy2o=,Projectes per a Ludoteques Municipals,True,349
+fMaLoK/BqzaE+L2DM8WjufzaXXcBZG5VcUUspZNkDI=,Proposta d'instal·lació d'aparcaments per a bicicletes,True,350
QlaHAwMc0cuNHS8kRcbCWFl4aLBHVgbQcSOi0yG3HYg=,Propostes de noves denominacions de carrers i espais públics,True,351
TuA2G4GjZgx7Ni1FmV2/SwgqxZH8Dxfw3eC6pN+dCTw=,Pròrroga de comunicació prèvia d'obres,True,352
NXqUg2VUVfPS4PyahaxQwoR5OfwSr+dy8IcMTM3Al5M=,Pròrroga de la llicència urbanística,True,353
yJ+4PTsn5NClfx4kHjsBjg9efwr5idRWbT3kyNwRLt0=,Pròrroga de projectes subvencionats,True,354
YhuIm6tyAnZGsnEY/GZ3C+tKWyqsU5bZtal8rLV7HSM=,Provisional d'un títol funerari,True,355
MNhTLdfHiqztF5fHn8pRdsr1h9wU43XeH62AYvNkfVo=,"Publicitat d'ONG, entitats sense ànim de lucre inscrites en el Registre Municipal d'Entitats",True,356
Lyum+hkCLWwYifFhG4DdI4cJMs2frF0k3WgohLvr7wE=,Publicitat en vehicles dedicats al transport públic subjectes a llicència municipal (taxis),True,357
2QpfEaWqPcK0otBl28RH07Z/SeYdvszbpZDokQSOMvc=,Publicitat en vehicles NO subjectes a llicència municipal,True,358
N2aMjmxK2MfynxHdtK2yCur8LltmJ8gUXjEQLjXsCyE=,Publicitat manual i/o oral,True,359
d8OaC0H8ZoWWpOf6gUiEu0pd8cJiJ5+AcMncYDPOCJY=,Punt de voluntariat,True,360
fQwcfCUg9IC8A0zV1YqC9hkjzVJQRZQJfOzIKuy29O8=,Reconeixement de serveis prestats en altres administracions,True,361
1oDRgrwLsa5U4QPmdiAlPgTECan4WKcnpIlulLOekRk=,Reconeixement del temps treballat a l’Ajuntament,True,362
9GbScvHE4wJvxYqcawKrsFa+QzXbf/xi5xkEucn6P24=,Reformulació de projectes subvencionats,True,363
FJjShMxUbLjLSWHTDIPxPI7KvoaBxQKiecdTbrubel4=,"Règim d'ús, funcionament i sol·licitud dels horts urbans",False,364
Ml3A9EcjVCSQrOgzD2Z6yF1sIXnMImiFPBRmn86SWKs=,Registre de sol·licitants d'habitatge amb protecció oficial,True,365
3aR0xA5ZI+N3lXRnz9DpSCjdTfCGDTG1Cs1AtBQq9QE=,Registre Electrònic Comú - (sol·licituds genèriques adreçades a altres Administracions),True,366
mOCGi/SRz6QS5xsYr9iEwoEgHlqoWasGq8qpn18txfk=,Registre municipal d'establiments minoristes d'alimentació,True,367
BqtSfqjBkoqzFh6vHHDNG5OFdp61Eux3q8viqEHMsYY=,Registre municipal d'unions estables en parella,True,368
/ZHrTbJK0Er0nTsBomIpAvaB8Sq1Xt+Lb1Bi8lBtaII=,Registres d'unions estables en parella,True,369
F9E3LL7Kh985saCqKBn0c3ii6tOVs16DEPz2FVqbeWY=,Rellotges d'estacionament en zones de càrrega i descàrrega,True,370
8JmqdX/K8HCSEdM9fi+kzpojZSwTyrQ9xAqLW/af9JA=,Renovació de la inscripció en el Padró Municipal d'Habitants,True,371
FFdwMUhViFsBXwcrMrUqyD2qSERkCxY9tEk4H/+CRJ4=,RENOVACIÓ de resident en zona blava / Bonificació tarifa vehicle amb etiqueta ZERO en zona blava,True,372
Oz2GwQP4LL2HUyvVokbgUllyDcBfSNSNJIvIRsQLvuQ=,Renovació sol·licitud de teletreball (modalitat voluntària),True,373
gJu3IvVc2xgkgUhQrzexuSx4Eg+qdu9B68iddrb+M48=,Renúncia a la sol·licitud de teletreball,True,374
ynLqBjXz23qUpPfWTjdcxARGXSI5pEjKXEU7i32kokM=,Repartiment domiciliari i/o publicitat telemàtica,True,375
VTPlUmANlAg/Uabb4+1ZvMBk7xbOLWHLGwEiXjE/GdI=,Reserva de les activitats educatives del Museu,True,376
61c2ChKJfLjn4kUK/dBT3mvoNpNZK5mJQE8cb7OmESk=,Reserva de sales de l'Auditori,True,377
+kKhgUgWOsYKFrnH+SXCmnqFK3A+DNBjs7OD4T3QuBw=,Reserva de sales del Servei d'Educació,True,378
V8i5REKs/sr3QqdEvFqHuk0uM7dX3YugcOOVV0iiKYg=,Reserva de sales dels equipaments cívics municipals,True,379
TJHH+woDYsxPCE8bU/oNYx3dp0j5vyRKGrNjDHw3YIg=,Reserva de visites guiades al Museu,True,380
fDGX/Xnb601yiwAhIWDrmWPaZWDNUPfJ2Rs5wupyH7E=,Reserva de visites per al Centre d'Art,True,381
724ItZuOL/mHyQNkBgWibUQnHvRD2Sh23hRd8dd+6/s=,Reserva del Teatre,True,382
RNEBnZUdElKkkbr6MRWTwLn04lM4nUTcgNiGCVzKSdA=,"Reserva d'espais municipals (sales, centres cívics, locals socials i equipaments)",True,383
0YQd00Wmq6WYN6jpLOJG7XlRiVbymZiciIp0Y7wDtIQ=,Reserva d'estacionament prohibit,True,384
